"ParkCode","ParkName","CategoryName","Order","Family","SciName","CommonNames","Occurrence","Nativeness","Abundance","ParkTags","ElevationRange","TaxaGroup"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Anemone virginiana var. virginiana","Tall Thimbleweed","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Aquilegia canadensis","Red Columbine","Present","Native","Uncommon","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Aquilegia vulgaris","European Columnbine","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Clematis glaucophylla","Whiteleaf Leather Flower","Present","Native","Rare","Elevation Range: Low; Life form: Herbaceous Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Clematis terniflora","Sweet Autumn Virginsbower","Present","Non-native","Rare","Elevation Range: Low; Life form: Woody Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Clematis viorna","Vasevine","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Herbaceous Vine; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August, September","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Clematis virginiana","Devil's Darning Needles","Present","Native","Common","Elevation Range: Low; Life form: Herbaceous Vine; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Delphinium ajacis","Doubtful Knight's-spur","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Annual herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August, September","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Delphinium tricorne","Dwarf Larkspur","Present","Native","Rare","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ficaria verna","Fig Buttercup","Present","Non-native","Unknown","Elevation Range: Low; Species Record Status: Pre 1998; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Hydrastis canadensis","Goldenseal","Present","Native","Rare","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus abortivus","Littleleaf Buttercup","Present","Native","Abundant","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Biennial herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: March, April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus acris","Tall Buttercup","Present","Non-native","Rare","Elevation Range: High; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July, August","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus allegheniensis","Allegheny Mountain Buttercup","Present","Native","Rare","Elevation Range: Mid to High; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May, June","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus bulbosus","St. Anthony's Turnip","Present","Non-native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May, June; Exotic Plant Category: Exotic Plants Category 2","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus carolinianus","Bristly Buttercup","Present","Native","Uncommon","Elevation Range: Low to Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus fascicularis","Early Buttercup","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus hispidus","Bristly Buttercup","Present","Native","Uncommon","Elevation Range: Low to Mid, Wide Range; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: March, April, May, June","Low to Mid, Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus laxicaulis","Mississippi Buttercup","Present","Native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus parviflorus","Smallflower Buttercup","Present","Non-native","Uncommon","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: February, March, April, May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus pusillus","Low Spearwort","Present","Native","Rare","Elevation Range: Low; Life form: Annual herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus recurvatus var. recurvatus","Blisterwort","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May, June","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Ranunculus repens","Creeping Buttercup","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Thalictrum clavatum","Mountain Meadow-rue","Present","Native","Common","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Thalictrum coriaceum","Maid of the Mist","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Thalictrum dioicum","Early Meadow-rue","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: March, April","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Thalictrum revolutum","Waxyleaf Meadow-rue","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Thalictrum thalictroides","Rue Anemone","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Trautvetteria caroliniensis","Carolina Bugbane","Present","Native","Uncommon","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Ranunculales","Ranunculaceae","Xanthorhiza simplicissima","Yellowroot","Present","Native","Common","Elevation Range: Low to Mid; Life form: Subshrub; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Cannabis sativa","Marijuana","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Celtis laevigata","Sugarberry","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Celtis occidentalis","Common Hackberry","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Celtis smallii","Small's Hackberry","Present","Native","Unknown","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Celtis tenuifolia","Dwarf Hackberry","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Cannabaceae","Humulus lupulus var. lupulus","Common Hop","Present","Non-native","Rare","Elevation Range: Low; Life form: Herbaceous Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Elaeagnaceae","Elaeagnus angustifolia","Russian Olive","Present","Non-native","Rare","Elevation Range: Low; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Elaeagnaceae","Elaeagnus pungens","Thorny Olive","Present","Non-native","Rare","Elevation Range: Low; Life form: Shrub; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: October, November","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Elaeagnaceae","Elaeagnus umbellata","Autumn Olive","Present","Non-native","Rare","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May; Exotic Plant Category: Exotic Plants Category 1","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Moraceae","Broussonetia papyrifera","Paper Mulberry","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May; Exotic Plant Category: Exotic Plants Category 3","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Moraceae","Fatoua villosa","Hairy Crabweed","Present","Non-native","Uncommon","Elevation Range: Low; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August, September, October, November","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Moraceae","Maclura pomifera","Osage-orange","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Moraceae","Morus alba","White Mulberry","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Moraceae","Morus rubra","Red Mulberry","Present","Native","Uncommon","Elevation Range: Low; Life form: Small Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rhamnaceae","Ceanothus americanus","New Jersey Tea","Present","Native","Uncommon","Elevation Range: Low; Life form: Shrub; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rhamnaceae","Frangula caroliniana","Carolina Buckthorn","Present","Native","Uncommon","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Agrimonia gryposepala","Tall Hairy Agrimony","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Agrimonia parviflora","Harvestlice","Present","Native","Common","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Agrimonia pubescens","Soft Agrimony","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Agrimonia rostellata","Beaked Agrimony","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Amelanchier arborea","Common Serviceberry","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Small Tree; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: March, April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Amelanchier laevis","Allegheny Serviceberry","Present","Native","Common","Elevation Range: Low to Mid; Life form: Small Tree; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Amelanchier sanguinea","Roundleaf Serviceberry","Present","Native","Rare","Elevation Range: Low; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Amelanchier spicata","Running Serviceberry","Present","Native","Rare","Elevation Range: Low; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Aphanes australis","Slender Parsley Piert","Present","Non-native","Rare","Elevation Range: Low; Life form: Winter Annual; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Argentina anserina","Silverweed Cinquefoil","Present","Non-native","Rare","Elevation Range: Mid; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Aronia arbutifolia","Red Chokeberry","Present","Native","Rare","Elevation Range: Wide Range; Life form: Shrub; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: March, April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Aronia melanocarpa","Black Chokeberry","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Shrub; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: March, April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Aruncus dioicus","Bride's Feathers","Present","Native","Uncommon","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Chaenomeles japonica","Maule's Quince","Present","Non-native","Rare","Elevation Range: Homesites, Low; Life form: Shrub; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Homesites, Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Chaenomeles speciosa","Flowering Quince","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: January, February, March, April","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus calpodendron","Pear Hawthorn","Present","Native","Rare","Elevation Range: Low; Life form: Small Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus crus-galli","Cockspur Hawthorn","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus intricata","Copenhagen Hawthorn","Present","Native","Uncommon","Elevation Range: Low and High; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low and High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus iracunda","Stolonbearing Hawthorn","Present","Native","Rare","Elevation Range: Low; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus macrosperma","Bigfruit Hawthorn","Present","Native","Common","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus pruinosa","Waxyfruit Hawthorn","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus pulcherrima var. pulcherrima","Beautiful Hawthorn","Present","Native","Rare","Elevation Range: Low; Life form: Small Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Crataegus punctata","Dotted Hawthorn","Present","Native","Rare","Elevation Range: High; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Fragaria vesca","Woodland Strawberry","Present","Native","Rare","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Fragaria vesca var. americana","Woodland Strawberry","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Fragaria virginiana","Virginia Strawberry","Present","Native","Common","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May, June","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum aleppicum","Yellow Avens","Present","Native","Rare","Elevation Range: High; Life form: Perennial Herb; Park Rank: Park extirpated possibly; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: June, July","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum canadense","White Avens","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum donianum","Appalachian Barren Strawberry","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum radiatum","Appalachian Avens","Present","Native","Rare","Elevation Range: High; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum vernum","Spring Avens","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Geum virginianum","Cream Avens","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Gillenia stipulata","American Ipecac","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Gillenia trifoliata","Bowman's Root","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Rosales","Rosaceae","Kerria japonica","Japanese Rose","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Homesites","Vascular-plant"
